,date,year,month,open,high,low,close,volume,id
1770,2007-01-08,2007,1,85.96,506.5,85.28,85.47,28490191,1793
1769,2007-01-09,2007,1,86.45,506.5,85.15,92.57,119719526,1792
1768,2007-01-10,2007,1,94.75,506.5,93.45,97,105657993,1791
1767,2007-01-11,2007,1,95.94,506.5,95.1,95.8,51509384,1790
1766,2007-01-12,2007,1,94.59,506.5,93.23,94.62,46892355,1789
1765,2007-01-16,2007,1,95.68,506.5,95.45,97.1,44480774,1788
1764,2007-01-17,2007,1,97.56,506.5,94.82,94.95,60026766,1787
1763,2007-01-18,2007,1,92.1,506.5,89.05,89.07,84546205,1786
1762,2007-01-19,2007,1,88.63,506.5,88.12,88.5,48739777,1785
1761,2007-01-22,2007,1,89.14,506.5,85.65,86.79,51949057,1784
1760,2007-01-23,2007,1,85.73,506.5,85.51,85.7,43164137,1783
1759,2007-01-24,2007,1,86.68,506.5,86.08,86.7,33167929,1782
1758,2007-01-25,2007,1,87.11,506.5,86.03,86.25,32394129,1781
1757,2007-01-26,2007,1,87.12,506.5,84.99,85.38,35250938,1780
1756,2007-01-29,2007,1,86.3,506.5,85.53,85.94,32230902,1779
1755,2007-01-30,2007,1,86.43,506.5,85.25,85.55,20670188,1778
1754,2007-01-31,2007,1,84.86,506.5,84.35,85.73,30588270,1777
1753,2007-02-01,2007,2,86.23,506.5,84.74,84.74,23747329,1776
1752,2007-02-02,2007,2,84.12,506.5,83.7,84.75,22205105,1775
1751,2007-02-05,2007,2,84.3,506.5,83.94,83.94,20737742,1774
1750,2007-02-06,2007,2,84.45,506.5,82.86,84.15,30893975,1773
1749,2007-02-07,2007,2,84.48,506.5,83.55,86.15,38180972,1772
1748,2007-02-08,2007,2,85.43,506.5,85.41,86.18,24264750,1771
1747,2007-02-09,2007,2,85.88,506.5,83.21,83.27,30747848,1770
1746,2007-02-12,2007,2,84.43,506.5,83.63,84.88,25873256,1769
1745,2007-02-13,2007,2,85.16,506.5,84.3,84.63,21250545,1768
1744,2007-02-14,2007,2,84.63,506.5,84.57,85.3,18150679,1767
1743,2007-02-15,2007,2,85.44,506.5,84.78,85.21,12997017,1766
1742,2007-02-16,2007,2,85.25,506.5,84.66,84.83,14287487,1765
1741,2007-02-20,2007,2,84.65,506.5,84.16,85.9,22070251,1764
1740,2007-02-21,2007,2,85.98,506.5,85.96,89.2,41287170,1763
1739,2007-02-22,2007,2,90.8,506.5,88.53,89.51,29958756,1762
1738,2007-02-23,2007,2,89.16,506.5,88.85,89.07,18511599,1761
1737,2007-02-26,2007,2,89.84,506.5,87.61,88.65,22036706,1760
1736,2007-02-27,2007,2,86.3,506.5,83.41,83.93,41003907,1759
1735,2007-02-28,2007,2,83,506.5,83,84.61,32860017,1758
1734,2007-03-01,2007,3,84.03,506.5,83.75,87.06,50566504,1757
1733,2007-03-02,2007,3,86.77,506.5,85.21,85.41,30717745,1756
1732,2007-03-05,2007,3,85.89,506.5,85.76,86.32,29998978,1755
1731,2007-03-06,2007,3,87.8,506.5,87.4,88.19,25847208,1754
1730,2007-03-07,2007,3,88.05,506.5,87.45,87.72,22372384,1753
1729,2007-03-08,2007,3,88.59,506.5,87.46,88,18263700,1752
1728,2007-03-09,2007,3,88.8,506.5,87.4,87.97,16146443,1751
1727,2007-03-12,2007,3,88.07,506.5,87.99,89.87,26057079,1750
1726,2007-03-13,2007,3,89.41,506.5,88.4,88.4,30994794,1749
1725,2007-03-14,2007,3,88.6,506.5,87.92,90,28449426,1748
1724,2007-03-15,2007,3,89.96,506.5,89.31,89.57,19982007,1747
1723,2007-03-16,2007,3,89.54,506.5,89.32,89.59,20420101,1746
1722,2007-03-19,2007,3,90.24,506.5,89.59,91.13,25471457,1745
1721,2007-03-20,2007,3,91.35,506.5,91.06,91.48,17474064,1744
1720,2007-03-21,2007,3,91.99,506.5,91.65,93.87,24551703,1743
1719,2007-03-22,2007,3,93.73,506.5,93,93.96,20188862,1742
1718,2007-03-23,2007,3,93.35,506.5,93.3,93.52,16119797,1741
1717,2007-03-26,2007,3,93.99,506.5,93.3,95.85,30916304,1740
1716,2007-03-27,2007,3,95.71,506.5,95,95.46,33310415,1739
1715,2007-03-28,2007,3,94.88,506.5,93.15,93.24,33906998,1738
1714,2007-03-29,2007,3,94.19,506.5,92.23,93.75,25928348,1737
1713,2007-03-30,2007,3,94.28,506.5,92.75,92.91,21457745,1736
1712,2007-04-02,2007,4,94.14,506.5,93.02,93.65,17936060,1735
1711,2007-04-03,2007,4,94.14,506.5,93.76,94.5,20870473,1734
1710,2007-04-04,2007,4,94.94,506.5,94.13,94.27,17039354,1733
1709,2007-04-05,2007,4,94.12,506.5,93.52,94.68,12705136,1732
1708,2007-04-09,2007,4,95.21,506.5,93.04,93.65,14772985,1731
1707,2007-04-10,2007,4,93.67,506.5,93.41,94.25,12598044,1730
1706,2007-04-11,2007,4,93.9,506.5,92.33,92.59,19633372,1729
1705,2007-04-12,2007,4,92.04,506.5,90.72,92.19,23711969,1728
1704,2007-04-13,2007,4,90.9,506.5,90.06,90.24,25718529,1727
1703,2007-04-16,2007,4,90.57,506.5,90.25,91.43,21764792,1726
1702,2007-04-17,2007,4,92,506.5,89.7,90.35,26870049,1725
1701,2007-04-18,2007,4,90.16,506.5,89.6,90.4,16585134,1724
1700,2007-04-19,2007,4,90.19,506.5,89.83,90.27,15230508,1723
1699,2007-04-20,2007,4,90.89,506.5,90.55,90.97,18764180,1722
1698,2007-04-23,2007,4,91.58,506.5,91.42,93.51,27903253,1721
1697,2007-04-24,2007,4,93.96,506.5,91.3,93.24,37729878,1720
1696,2007-04-25,2007,4,94.23,506.5,93.8,95.35,43744704,1719
1695,2007-04-26,2007,4,101.58,506.5,98.3,98.84,62153471,1718
1694,2007-04-27,2007,4,98.18,506.5,97.69,99.92,24999358,1717
1693,2007-04-30,2007,4,100.09,506.5,99.67,99.8,22051686,1716
1692,2007-05-01,2007,5,99.59,506.5,98.55,99.47,19023775,1715
1691,2007-05-02,2007,5,99.65,506.5,99.47,100.39,18125753,1714
1690,2007-05-03,2007,5,100.73,506.5,100.01,100.4,20599706,1713
1689,2007-05-04,2007,5,100.8,506.5,100.5,100.81,13648184,1712
1688,2007-05-07,2007,5,101.08,506.5,101.01,103.92,30796827,1711
1687,2007-05-08,2007,5,103.47,506.5,103.42,105.06,28026515,1710
1686,2007-05-09,2007,5,104.91,506.5,104.89,106.88,25662805,1709
1685,2007-05-10,2007,5,106.63,506.5,105.92,107.34,42777381,1708
1684,2007-05-11,2007,5,107.74,506.5,106.78,108.74,23316021,1707
1683,2007-05-14,2007,5,109.62,506.5,108.25,109.36,23298835,1706
1682,2007-05-15,2007,5,109.57,506.5,106.48,107.52,34116236,1705
1681,2007-05-16,2007,5,108.53,506.5,103.42,107.34,40275055,1704
1680,2007-05-17,2007,5,107.15,506.5,107.15,109.44,26358332,1703
1679,2007-05-18,2007,5,110.23,506.5,109.77,110.02,22192197,1702
1678,2007-05-21,2007,5,110.31,506.5,110.05,111.98,22896870,1701
1677,2007-05-22,2007,5,112.49,506.5,112.01,113.54,20457942,1700
1676,2007-05-23,2007,5,114.02,506.5,112.59,112.89,32699553,1699
1675,2007-05-24,2007,5,112.81,506.5,110.37,110.69,31740524,1698
1674,2007-05-25,2007,5,112,506.5,111.5,113.62,22605857,1697
1673,2007-05-29,2007,5,114.45,506.5,112.69,114.35,23074604,1696
